Número,Título,Temas Relacionados,Textos Relacionados,Link do Vídeo,Texto Base,Categoria,Subcategoria,Autor da Letra,Autor da Música
530,Lâmpada Para os Meus Pés,Palavra de Deus e Lei,Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=z_ULuJComU8,Salmo 119:105,Hinos Infantis,Infantis,Rute de Matos Bazan,Rute de Matos Bazan
531,A Bíblia,Palavra de Deus e Lei,Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=Rb5zqe-xg7s,Salmo 119:105,Hinos Infantis,Infantis,José Newton da Silva Júnior,José Newton da Silva Júnior
532,Louvem a Jesus,Crianças e Jovens,Mateus 19:14; Provérbios 22:6,https://www.youtube.com/watch?v=hWX79JHd_Sk,Mateus 21:16,Hinos Infantis,Infantis,Ronaldo da Silva,Ronaldo da Silva
533,Louvai-O,Crianças e Jovens | Graça e Salvação,Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6,https://www.youtube.com/watch?v=g9Y0GTrC8Yk,Salmo 135:1-3,Hinos Infantis,Infantis,Desconhecido,Carey Bonner
534,Eu Digo Não,Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6,https://www.youtube.com/watch?v=be6uoFLAuCE,Tiago 4:7,Hinos Infantis,Infantis,Chuck Fulmore,Chuck Fulmore
535,Santa Lei De Deus,Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Palavra de Deus e Lei,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=wSoey4BKe1Y,Salmo 119:73,Hinos Infantis,Infantis,Lucinda M. B. Bateman,James H. Rosecrans
536,São Dez Os Mandamentos,"Palavra de Deus e Lei | Paz, Cuidado e Confiança",Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=YHfVrIMkgYg,Êxodo 20:1-17,Hinos Infantis,Infantis,Rute de Matos Bazan,Rute de Matos Bazan
537,"Sábado, O Dia Mais Feliz",Igreja e Comunhão | Sábado e Criação,Salmos 133:1; Hebreus 10:25 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=QSFP2EvOtk8,Marcos 2:27,Hinos Infantis,Infantis,José Newton da Silva Júnior,José Newton da Silva Júnior
538,Dia Especial,Sábado e Criação,Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=kRjHUS_Ix4s,"Isaías 58:13, 14",Hinos Infantis,Infantis,Ronaldo da Silva,Ronaldo da Silva
539,Deus Mandou O Sol Brilhar,Lar e Família | Sábado e Criação,Josué 24:15; Efésios 6:1-4 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=r3pH5zs7aeY,And God SaidGênesis 2:1-3,Hinos Infantis,Infantis,Johnnie B. Wood,Johnnie B. Wood
540,Quero Bem Alegre Obedecer,Lar e Família,Josué 24:15; -4,https://www.youtube.com/watch?v=EfwQIFIdlWQ,Efésios 6:1,Hinos Infantis,Infantis,José Newton da Silva Júnior,José Newton da Silva Júnior
541,"Cria Em Mim, Ó Deus",Espírito Santo | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | João 14:16-17; Atos 2:1-4,https://www.youtube.com/watch?v=OTYzVyXbdKw,"Salmo 51:10, 11",Hinos Infantis,Infantis,Rute de Matos Bazan,Rute de Matos Bazan
542,"Vem, Ó Jesus",Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6,https://www.youtube.com/watch?v=_6a8tqjCZ3w,"Salmo 61:1, 2",Hinos Infantis,Infantis,Harry D. Clarke,Harry D. Clarke
543,É Bom Ter Jesus No Coração,Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6,https://www.youtube.com/watch?v=_9TmgYS-BsU,Deuteronômio 13:4,Hinos Infantis,Infantis,Desconhecido,Desconhecido
544,Entrega Teu Caminho Ao Senhor,Vida Cristã e Devoção,Salmos 1:1-2; Provérbios 3:5-6,https://www.youtube.com/watch?v=NLwqMcTD8lU,Salmo 37:5,Hinos Infantis,Infantis,Williams Costa Jr.,Williams Costa Jr.
545,Sou Feliz,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=I1D2ayYAKL0,Salmo 84:12,Hinos Infantis,Infantis,Lineu Formighieri Soares,Lineu Formighieri Soares
546,Quero Servir a Jesus,Adoração e Louvor | Lar e Família | Missão e Serviço | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=u9tMVmwsn2w,João 12:26,Hinos Infantis,Infantis,Juliana Pinheiro Sanches,Juliana Pinheiro Sanches
547,Eu Sei Por Que Nasci,"Graça e Salvação | Missão e Serviço | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=iTfgnKEIbXM,Mateus 23:11,Hinos Infantis,Infantis,Márcia Secundino,Márcia Secundino
548,O Milagre Da Vida,Graça e Salvação | Oração e Comunhão | Sábado e Criação,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=A6KuXacY6MU,"Salmo 139:13, 14",Hinos Infantis,Infantis,Jane Leitzke,Jane Leitzke
549,Eu Sou Importante,Vida Cristã e Devoção,Salmos 1:1-2; Provérbios 3:5-6,https://www.youtube.com/watch?v=rQQEt6UslBI,Mateus 6:26,Hinos Infantis,Infantis,José Newton da Silva Júnior,José Newton da Silva Júnior
550,Deus Tem Um Plano Pra Mim,"Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=Qt4e8OzK9k0,Jeremias 29:11,Hinos Infantis,Infantis,José Newton da Silva Júnior,José Newton da Silva Júnior
551,Minha Pequenina Luz,Vida Cristã e Devoção,Salmos 1:1-2; Provérbios 3:5-6,https://www.youtube.com/watch?v=Wn5nj616hNI,Mateus 5:16,Hinos Infantis,Infantis,Desconhecido,Negro Spiritual
552,Meus Talentos Vou Usar,"Missão e Serviço | Paz, Cuidado e Confiança",Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=uMw9alCBJGg,Mateus 25:16,Hinos Infantis,Infantis,José Newton da Silva Júnior,José Newton da Silva Júnior
553,Minha Vida É Uma Viagem,Lar e Família | Palavra de Deus e Lei,Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=SjB4E02wpRM,"1 Tessalonicenses 4:16, 17",Hinos Infantis,Infantis,Daniel Lüdtke,Daniel Lüdtke
554,Sou Aventureiro,"Crianças e Jovens | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 19:14; Provérbios 22:6 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=Xlva_BqXBgk,Lucas 18:16,Hinos Infantis,Infantis,Jader D. Santos,Jader D. Santos
555,Um Lugar Feliz É O Céu,Vida Cristã e Devoção,Salmos 1:1-2; Provérbios 3:5-6,https://www.youtube.com/watch?v=OesQovAZ38Y,Isaías 11:6,Hinos Infantis,Infantis,Ruby E. Dubois,Ruby E. Dubois
556,Lá No Céu,Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6,https://www.youtube.com/watch?v=TqM_jI_P2pI,João 14:1-3,Hinos Infantis,Infantis,Paulo Souza Ferreira,Paulo Souza Ferreira
557,O Céu,"Graça e Salvação | Igreja e Comunhão | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 133:1; Hebreus 10:25 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=G2fo6bPBLxU,Apocalipse 22:3-5,Hinos Infantis,Infantis,Wanderson F. Paiva,Wanderson F. Paiva
558,O Senhor Está Em Seu Templo,Adoração e Louvor,Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=9w4e6ncQG6U,Hebreus 12:28,Hinos Litúrgicos,Introito,George F. Root,George F. Root
559,Sinto A Presença Do Senhor,Graça e Salvação,Efésios 2:8-9; João 3:16; 1 João 1:9,https://www.youtube.com/watch?v=pzA0pwlEP_s,"Gênesis 28:16, 17",Hinos Litúrgicos,Introito,Lanny Wolfe,Lanny Wolfe
560,A Glória da Tua Presença,Adoração e Louvor | Lar e Família,Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=tDUVFIYYClg,Salmo 63:2,Hinos Litúrgicos,Introito,Steven L. Fry,Steven L. Fry
561,Santo Somente É O Senhor,"Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=7PCyZUfniNI,"Apocalipse 5:11, 12",Hinos Litúrgicos,Introito,Clayton A. Nunes,Clayton A. Nunes
562,"Santo És, Senhor",Adoração e Louvor | Graça e Salvação | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=RIcHuu1eM00,Isaías 6:3,Hinos Litúrgicos,Introito,Wanderson F. Paiva,Wanderson F. Paiva
563,Sua Glória,"Adoração e Louvor | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=KstVYG1eZLo,Salmo 57:11,Hinos Litúrgicos,Introito,Jairo Prado,Jairo Prado
564,Vamos Adorar,Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Sábado e Criação,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=WcbKoNxbg6E,Salmo 29:2,Hinos Litúrgicos,Introito,Lineu Formighieri Soares,Lineu Formighieri Soares
565,Adoração,Adoração e Louvor | Crianças e Jovens | Espírito Santo | Lar e Família | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Josué 24:15; Efésios 6:1-4 | João 14:16-17; Atos 2:1-4 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=5fH_OdoULJ8,"Salmo 113:1, 2",Hinos Litúrgicos,Introito,Thomas Ken,Louis Bourgeois
566,"Oh, Adorai",Vida Cristã e Devoção,Salmos 1:1-2; Provérbios 3:5-6,https://www.youtube.com/watch?v=gHgPE5cBZsk,"Salmo 29:1, 2",Hinos Litúrgicos,Introito,Flavio Almeida Santos,Flavio Almeida Santos
567,Introito,"Adoração e Louvor | Espírito Santo | Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | João 14:16-17; Atos 2:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=-O3V4eXegCA,Hebreus 11:16,Hinos Litúrgicos,Introito,Valdecir Simões Lima,Lineu Formighieri Soares
568,Invocação,Adoração e Louvor | Espírito Santo | Lar e Família | Oração e Comunhão | Sacrifício e Redenção | Sábado e Criação,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | João 14:16-17; Atos 2:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=c5rmDJAwbmo,Isaías 43:15,Hinos Litúrgicos,Introito,Clênio Abreu,Clênio Abreu
569,Nosso Maravilhoso Deus,Adoração e Louvor | Graça e Salvação,Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=h3Pn338Jbkc,Salmo 145:5,Hinos Litúrgicos,Introito,Ênio Monteiro,Ênio Monteiro
570,Maravilhoso Deus,Adoração e Louvor | Graça e Salvação | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=DU-gqqyFXhQ,Isaías 6:1-3,Hinos Litúrgicos,Introito,"Kleber Augusto, Luciana Valente","Kleber Augusto, Luciana Valente"
571,Tu És Digno,Adoração e Louvor | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=9MI2kh8VZFM,Salmo 96:9,Hinos Litúrgicos,Introito,Pablo Sanches,Pablo Sanches
572,Ofertório,Lar e Família | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=6XKBBbizSwU,Malaquias 3:10,Hinos Litúrgicos,Ofertório,William Cowper,Church Music
573,Venho Te Adorar,Graça e Salvação | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9,https://www.youtube.com/watch?v=IBj_6ya7xas,Malaquias 3:11,Hinos Litúrgicos,Ofertório,Rafael Lindemute,Rafael Lindemute
574,Teu É Nosso Coração,Adoração e Louvor | Crianças e Jovens | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=M4e58v4OYAk,Gênesis 28:22,Hinos Litúrgicos,Ofertório,Clênio Abreu,Clênio Abreu
575,Entrego A Ti,Adoração e Louvor | Lar e Família | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=Pl5UNPjWuQc,1 Crônicas 29:14,Hinos Litúrgicos,Ofertório,"Kleber Augusto, Luciana Valente","Kleber Augusto, Luciana Valente"
576,Humildade e Gratidão,Graça e Salvação,Efésios 2:8-9; João 3:16; 1 João 1:9,https://www.youtube.com/watch?v=Mo9jmUk1geA,1 Crônicas 29:14,Hinos Litúrgicos,Ofertório,Cleiton Schaefer,Cleiton Schaefer
577,Quero Me Entregar,Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6,https://www.youtube.com/watch?v=qNSke7mqfpU,2 Coríntios 8:5,Hinos Litúrgicos,Ofertório,Juliana Pinheiro Sanches,Juliana Pinheiro Sanches
578,Humilde Oração,Adoração e Louvor | Graça e Salvação | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=x7PXEUXWd_c,Salmo 51:10,Hinos Litúrgicos,Adoração Infantil,"Ademir Rodriguez, Amauri Barbosa","Ademir Rodriguez, Amauri Barbosa"
579,"Ao Orarmos, Senhor",Espírito Santo | Graça e Salvação | Igreja e Comunhão | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | João 14:16-17; Atos 2:1-4 | Salmos 133:1; Hebreus 10:25,https://www.youtube.com/watch?v=ruwejYHFrso,Salmo 55:1,Hinos Litúrgicos,Adoração Infantil,Ralph R. Carmichael,Ralph R. Carmichael
580,Oração de Súplica,"Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=DM6XV-Xa-Q8,Salmo 38:9,Hinos Litúrgicos,Adoração Infantil,Gérson Felipe Salcedo,Gérson Felipe Salcedo
581,"Ouve-nos, Senhor","Adoração e Louvor | Paz, Cuidado e Confiança",Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=XlKHkTRrxdY,Salmo 55:1,Hinos Litúrgicos,Adoração Infantil,George Whelpton,George Whelpton
582,"Pai, Venho A Ti",Graça e Salvação | Lar e Família | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=DdIqNGYts1M,Salmo 33:22,Hinos Litúrgicos,Adoração Infantil,Sebastião M. Barbosa Júnior,Sebastião M. Barbosa Júnior
583,Entregamos Em Tuas Mãos,Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6,https://www.youtube.com/watch?v=mCDRltoQyRU,Provérbios 16:3,Hinos Litúrgicos,Adoração Infantil,Juliana Pinheiro Sanches,Juliana Pinheiro Sanches
584,Prece de Gratidão,Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6,https://www.youtube.com/watch?v=x21h3AlUjTk,Salmo 107:31,Hinos Litúrgicos,Adoração Infantil,Williams Costa Jr.,Williams Costa Jr.
585,"Vem, Espírito Santo","Adoração e Louvor | Espírito Santo | Paz, Cuidado e Confiança",João 14:16-17; Atos 2:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=lBRMAtNr-F8,Romanos 5:5,Hinos Litúrgicos,Adoração Infantil,Ariney Balthazar de Oliveira,Ariney Balthazar de Oliveira
586,Venham Todos,Graça e Salvação,Efésios 2:8-9; João 3:16; 1 João 1:9,https://www.youtube.com/watch?v=nw9MZZ4yXhg,Mateus 19:14,Hinos Litúrgicos,Oração Pastoral,Guilherme Schlichting,Guilherme Schlichting
587_A,Chegou a Hora de Adorar ao Senhor - A,Adoração e Louvor | Graça e Salvação | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=0Lps7KHmebA,N/A,,,,
587_B,Chegou a Hora de Adorar ao Senhor - B,Graça e Salvação | Lar e Família | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=GP8qu83lWls,N/A,,,,
588,Deixai Vir a Mim os Pequeninos,Crianças e Jovens,Mateus 19:14; Provérbios 22:6,https://www.youtube.com/watch?v=YfhkVkDCUzA,Lucas 18:16,Hinos Litúrgicos,Oração Pastoral,Myrtes Amaral Ribeiro,Myrtes Amaral Ribeiro
589,"Fala, Senhor",Graça e Salvação | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9,https://www.youtube.com/watch?v=KC11ybPhXuk,2 Timóteo 3:16,Hinos Litúrgicos,Introdução ao Sermão,Wanderson F. Paiva,Wanderson F. Paiva
590,"Queremos Te Pedir, Senhor",Espírito Santo | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | João 14:16-17; Atos 2:1-4,https://www.youtube.com/watch?v=TwLx_8N9Rh8,Romanos 15:13,Hinos Litúrgicos,Introdução ao Sermão,Jader D. Santos,Jader D. Santos
591,Estejas Conosco,Adoração e Louvor | Espírito Santo | Palavra de Deus e Lei,João 14:16-17; Atos 2:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=aJ39JaQeOa4,João 16:13,Hinos Litúrgicos,Introdução ao Sermão,Silmar Correia,Silmar Correia
592,"Graça, Amor e Comunhão",Espírito Santo | Graça e Salvação | Igreja e Comunhão | Lar e Família,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | João 14:16-17; Atos 2:1-4 | Salmos 133:1; Hebreus 10:25,https://www.youtube.com/watch?v=fiUau4pkV9Q,2 Coríntios 13:13,Hinos Litúrgicos,Despedida,Thomas E. Fettke,Thomas E. Fettke
593,"Amigo, Não Saia Sem Cristo","Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=qz4_paWtw8g,João 1:16,Hinos Litúrgicos,Despedida,Lawrence F. Taylor,Lawrence F. Taylor
594,Bênção Final,"Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=fluE6tBTu6M,Hebreus 10:23,Hinos Litúrgicos,Despedida,Clênio Abreu,Clênio Abreu
595,A Bênção,"Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=sRZHnhpdE10,Números 6:24-26,Hinos Litúrgicos,Despedida,Williams Costa Jr.,Williams Costa Jr.
596,"Vem, Senhor",Igreja e Comunhão | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Salmos 133:1; Hebreus 10:25,https://www.youtube.com/watch?v=e9GVzfcn-n8,Apocalipse 22:20,Hinos Litúrgicos,Despedida,Jader D. Santos,Jader D. Santos
597,Santo Lugar,"Adoração e Louvor | Lar e Família | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=HNp73M6vd5o,Salmo 26:8,Hinos Litúrgicos,Despedida,Guilherme Schlichting,Guilherme Schlichting
598,Que Deus Te Abençoe!,"Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=jsAz9HOKXjU,2 Tessalonicenses 1:2,Hinos Litúrgicos,Despedida,Flavio Almeida Santos,Flavio Almeida Santos
599,Que O Senhor Nos Abençoe!,"Paz, Cuidado e Confiança",Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=hbDJN08OQ6I,Judas 1:2,Hinos Litúrgicos,Despedida,Wendel Mattos,Wendel Mattos
